score,rec,score_total,recommendation,rationale,url,titulo,ubicacion,precio,m2,habitaciones,baños,planta,ascensor,plataforma,tipo,estado,año
70.0,visit,70.0,worth_visit,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/terraza-no-amueblado/189481164/d,"Casa adosada en venta en Calle Loberos, Dos Hermanas - Nuevo San Andrés","Calle Loberos, Dos Hermanas - Nuevo San Andrés",245000.0,65.0,,,,,fotocasa,Casa,,
70.0,visit,70.0,worth_visit,,https://malaga4.tecnocasa.es/malaga/piso-en-venta-643358,Piso en venta en C. Carlos Falgueras,C. Carlos Falgueras,190000.0,63.0,2.0,1.0,,Sí,tecnocasa,Piso,,2005.0
70.0,visit,70.0,worth_visit,,https://www.fotocasa.es/en/buy/home/malaga-capital/puerta-blanca/189687813/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,Flat for sale in Puerta Blanca,Puerta Blanca,219990.0,57.0,3.0,1.0,,No,fotocasa,Piso,,
70.0,visit,70.0,worth_visit,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/aire-acondicionado-calefaccion/189665029/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Planta baja en venta en Avenida de José Ortega y Gasset, La Unión - Cruz de Humilladero - Los Tilos","Avenida de José Ortega y Gasset, La Unión - Cruz de Humilladero - Los Tilos",189000.0,79.0,2.0,,,,fotocasa,Piso,,
65.0,price,65.0,price_only,,https://www.fotocasa.es/es/comprar/vivienda/torremolinos/ascensor/189266060/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Piso en venta en Calle Marqués de Salamanca, 3, Manantiales - Estación de Autobuses","Calle Marqués de Salamanca, 3, Manantiales - Estación de Autobuses",200000.0,80.0,3.0,,,,fotocasa,Piso,,
65.0,price,65.0,price_only,,https://www.idealista.com/inmueble/111257696/,Casa o chalet independiente en venta en Calle las Navas,"Huelin, Málaga",250000.0,80.0,2.0,1.0,,,idealista,Casa,Segunda mano/para reformar,1990.0
65.0,price,65.0,price_only,,https://www.idealista.com/inmueble/111223782/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,Piso en venta en Calle Carnicerito,"Vistafranca, Málaga",190000.0,70.0,2.0,1.0,,,idealista,Piso,Segunda mano/para reformar,
65.0,price,65.0,price_only,,https://www.yaencontre.com/venta/piso/inmueble-42051-Promo-6-108361158?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Piso nuevo en venta en calle Jerónimo Bobadilla con aire acondicionado y ascensor,calle Jerónimo Bobadilla con aire acondicionado y ascensor,229000.0,49.0,1.0,,planta 2ª,Sí,yaencontre,Piso,,
65.0,price,65.0,price_only,,https://www.idealista.com/inmueble/108949215/,Chalet pareado en venta en El Molinillo - Capuchinos,"Centro, Málaga",254900.0,66.0,2.0,1.0,,,idealista,Casa,Segunda mano/para reformar,1932.0
65.0,price,65.0,price_only,,https://www.idealista.com/inmueble/111294553/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,"Piso en venta en Calle Rodríguez Cansino, 2","Conde de Ureña, Málaga",180000.0,52.0,2.0,1.0,,,idealista,Piso,Segunda mano/para reformar,
65.0,price,65.0,price_only,,https://www.idealista.com/inmueble/110541103/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,Chalet pareado en venta en Cruz del Humilladero - Los Tilos,"Cruz de Humilladero, Málaga",270000.0,111.0,4.0,2.0,,,idealista,Casa,Segunda mano/para reformar,1950.0
65.0,price,65.0,price_only,,https://www.fotocasa.es/en/buy/home/malaga-capital/furnished/189517649/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Ground floor for sale in Caleseras, La Unión - Cruz de Humilladero - Los Tilos","Caleseras, La Unión - Cruz de Humilladero - Los Tilos",209000.0,61.0,3.0,1.0,,No,fotocasa,Piso,,
65.0,price,65.0,price_only,,https://www.yaencontre.com/venta/piso/inmueble-89660-110837708?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en La Luz - El Torcal de 3 habitaciones con terraza y ascensor,La Luz - El Torcal,234500.0,89.0,3.0,1.0,planta 7ª,Sí,yaencontre,Piso,por reformar,
65.0,price,65.0,price_only,,https://www.yaencontre.com/venta/piso/inmueble-43387-111303826,Piso en venta en La Unión - Cruz de Humilladero - Los Tilos de 3 habitaciones con terraza y ascensor,La Unión - Cruz,199900.0,76.0,3.0,1.0,planta 5ª,Sí,yaencontre,Piso,buen estado,
65.0,price,65.0,price_only,,https://www.fotocasa.es/en/buy/home/malaga-capital/lift-furnished/189719936/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,Flat for sale in Portada Alta - Pol. Crta. De Cártama,Portada Alta - Pol. Crta. De Cártama,220000.0,88.0,3.0,1.0,3rd floor,Sí,fotocasa,Piso,,
65.0,price,65.0,price_only,,https://www.pisos.com/comprar/piso-las_delicias_giron_25_anos_de_paz29003-60052750517_100500/,Piso en venta en Calle Alfonso Peña Beeuf,Calle Alfonso Peña Beeuf,109000.0,51.0,,1.0,1ª planta,,pisos,Piso,,
64.0,price,64.0,price_only,,https://www.fotocasa.es/en/buy/home/malaga-capital/heating/188993693/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Houses for sale in C. Pacheco Maldonado, Los Castillejos - La Trinidad","C. Pacheco Maldonado, Los Castillejos - La Trinidad",239000.0,51.0,2.0,1.0,,No,fotocasa,Casa,,
63.0,price,63.0,price_only,,https://www.yaencontre.com/venta/piso/inmueble-21204-110792603?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en La Luz - El Torcal de 3 habitaciones y 69 m²,La Luz - El Torcal,199000.0,69.0,3.0,1.0,planta 3ª,No,yaencontre,Piso,por reformar,1971.0
63.0,price,63.0,price_only,,https://www.idealista.com/inmueble/110792896/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,"Piso en venta en Calle Eduardo Torroja, 4","La Luz, Málaga",199000.0,69.0,3.0,1.0,Planta 3ª exterior sin ascensor,No,idealista,Piso,Segunda mano/para reformar,1971.0
62.0,price,62.0,price_only,,https://www.yaencontre.com/venta/piso/inmueble-88427-111224010?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en La Luz - El Torcal de 2 habitaciones y 50 m²,La Luz - El Torcal,211000.0,50.0,2.0,1.0,planta 4ª,No,yaencontre,Piso,por reformar,
62.0,price,62.0,price_only,,https://www.idealista.com/inmueble/110800634/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,Piso en venta en CL Niño Jesus De Praga,"Los Guindos - Parque Mediterráneo - Santa Paula, Málaga",205000.0,93.0,3.0,1.0,,,idealista,Piso,Segunda mano/para reformar,1963.0
58.0,discard,58.0,discard,,https://www.idealista.com/inmueble/111263390/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,Piso en venta en Calle Virgen del Sagrario,"Carranque - Haza Cuevas, Málaga",150000.0,68.0,3.0,1.0,Planta 1ª exterior sin ascensor,No,idealista,Piso,Segunda mano/para reformar,1958.0
0.0,discard,0.0,discard,,https://www.fotocasa.es/en/rental/home/malaga-capital/lift-furnished/181749506/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Flat for rent in Calle Casarabonela, Santa Cristina - San Rafael","Calle Casarabonela, Santa Cristina - San Rafael",,55.0,1.0,1.0,1st floor,Sí,fotocasa,Casa,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-85851-108989485?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en Centro Histórico de 3 habitaciones con terraza y aire acondicionado,Centro Histórico,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/ascensor-amueblado/189514067/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,Piso en venta en Olletas - Sierra Blanquilla,Olletas - Sierra Blanquilla,195000.0,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/106811791/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,,,,,,,,,idealista,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/110816512/,,,,,,,,,idealista,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/110781820/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,,,,,,,,,idealista,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-40905-109042507?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en El Ejido - La Merced - La Victoria de 2 habitaciones con terraza y balcón,El Ejido - La Merced - La Victoria,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-40905-109042242?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en El Ejido - La Merced - La Victoria de 2 habitaciones con terraza y balcón,El Ejido - La Merced - La Victoria,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-43822-109003348?utm_source=social&utm_medium=social&utm_campaign=share-android-detail-photo,Venta de piso en Centro Histórico de 2 habitaciones con balcón y aire acondicionado,Centro Histórico,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-69029-110886907,Piso en venta en La Unión - Cruz de Humilladero - Los Tilos de 2 habitaciones con terraza y ascensor,La Unión - Cruz,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/casa/inmueble-81278-108238524,Casa en venta en Olletas - Sierra Blanquilla de 2 habitaciones y 74 m²,Olletas - Sierra Blanquilla,,,,,,No,yaencontre,Casa,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/en/buy/home/malaga-capital/air-conditioning/189689819/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Flat for sale in Avenida de la Paloma, Girón - Las Delicias","Avenida de la Paloma, Girón - Las Delicias",215000.0,61.0,3.0,1.0,15th floor,No,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/110707372/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,,,,,,,,,idealista,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/110090053/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,,,,,,,,,idealista,Piso,,
,,0.0,discard,,https://www.idealista.com/inmueble/110411266/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,Piso en venta en Calle Rodrigo,"Calvario, Torremolinos",190000.0,75.0,3.0,1.0,Planta 1ª exterior sin ascensor,No,idealista,Piso,Segunda mano/buen estado,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/ascensor-amueblado/188325672/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Piso en venta en Calle Olletas, 12, Olletas - Sierra Blanquilla","Calle Olletas, 12, Olletas - Sierra Blanquilla",199000.0,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/terraza/186027635/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Casa adosada en venta en C. Serrano Parres, Barrio de Ciudad Jardín","C. Serrano Parres, Barrio de Ciudad Jardín",200000.0,138.0,,,,,fotocasa,Casa,,
0.0,discard,0.0,discard,,https://www.pisos.com/comprar/casa-capuchinos_la_goleta_el_molinillo_segalerva29014-46703746592_101800/,"Casas en Cortijo Bazán-Los Casinis-Los Cipreses, Distrito Ciudad Jardín. Málaga Capital","Cortijo Bazán-Los Casinis-Los Cipreses, Distrito Ciudad Jardín. Málaga Capital",,,,,,,pisos,Casa,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/barrio-de-ciudad-jardin/189636478/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/en/rental/home/malaga-capital/furnished-television/188772226/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,"Apartments for rent in Calle Garcerán, 26, Parque Ayala - Jardín de la Abadía - Huelín","Calle Garcerán, 26, Parque Ayala - Jardín de la Abadía - Huelín",,40.0,1.0,1.0,,No,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.pisos.com/comprar/casa-capuchinos_la_goleta_el_molinillo_segalerva29014-48383963276_500525/,"Casas en Capuchinos-La Goleta-El Molinillo-Segalerva, Distrito Centro. Málaga Capital","Capuchinos-La Goleta-El Molinillo-Segalerva, Distrito Centro. Málaga Capital",,,,,,,pisos,Casa,,
0.0,discard,0.0,discard,,https://www.pisos.com/comprar/casa-el_ejido_cristo_de_la_epidemia_olletas_san_miguel2-45917113966_104700/,"Casas en El Ejido-Cristo de la Epidemia-Olletas-San Miguel, Distrito Centro. Málaga Capital","El Ejido-Cristo de la Epidemia-Olletas-San Miguel, Distrito Centro. Málaga Capital",,,,,,,pisos,Casa,,
-1.0,more_info,0.0,worth_visit,,https://www.pisos.com/comprar/casa-la_victoria_conde_urena29013-43399803394_104700/,"Casa en venta en Málaga, Zona de - Centro , Distrito - Centro Histórico","Málaga, Zona de - Centro , Distrito - Centro Histórico",510000.0,215.0,,4.0,,,pisos,Casa,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/terraza-patio/185895393/d?isGalleryOpen=true&multimedia=image&isZoomGalleryOpen=true,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/en/rental/home/malaga-capital/parking-garden-terrace-furnished/189484023/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.tecnocasa.es/venta/piso/malaga/malaga/608533.html,,,,,,,,No,tecnocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/terraza-trastero-patio/178356222/d,"Casa adosada en venta en Calle Miguel de Unamuno, 8, El Molinillo - Capuchinos","Calle Miguel de Unamuno, 8, El Molinillo - Capuchinos",208000.0,,,,,,fotocasa,Casa,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/rincon-de-la-victoria/jardin-terraza-trastero/189533706/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/calefaccion/188993693/d,"Casa o chalet en venta en C. Pacheco Maldonado, Los Castillejos - La Trinidad","C. Pacheco Maldonado, Los Castillejos - La Trinidad",239000.0,,,,,,fotocasa,Casa,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/giron-las-delicias/188512462/d,"Piso en venta en C. Lepanto, Girón - Las Delicias","C. Lepanto, Girón - Las Delicias",216000.0,,3.0,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/es/comprar/vivienda/malaga-capital/terraza/187300569/d,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.fotocasa.es/en/buy/home/malaga-capital/heating-terrace-lift/189696494/d?stc=dis-sharead-sharead&utm_medium=social-share&utm_source=sharead&utm_campaign=sharead,,,,,,,,,fotocasa,Piso,,
0.0,discard,0.0,discard,,https://www.yaencontre.com/venta/piso/inmueble-43200-106752978,Venta de piso en Conde de Ureña - Monte Gibralfaro de 2 habitaciones con aire acondicionado y calefacción,Conde,,,,,,No,yaencontre,Piso,,
0.0,discard,0.0,discard,,https://www.idealista.com/inmueble/110707514/?utm_medium=socialmedia&utm_campaign=private_sendadtofriend&utm_source=notifications,,,,,,,,,idealista,Piso,,
